knowre_user_id,kc_uid,accuracy
17310,KC12,1
17310,KC13,1
17310,KC16,1
17310,KC17,1
17310,KC19,1
17310,KC20,1
17310,KC21,1
17310,KC22,1
17310,KC23,1
17310,KC24,0
17310,KC26,0
17310,KC27,0
17310,KC28,1
17310,KC29,1
17310,KC30,1
17310,KC31,1
17310,KC32,1
17310,KC33,1
17310,KC34,1
17310,KC35,1
17327,KC01,0
17327,KC02,0
17327,KC03,0
17327,KC04,0
17327,KC05,0
17327,KC06,0
17327,KC07,0
17327,KC08,1
17327,KC09,0
17327,KC10,0
17327,KC11,0
17327,KC12,1
17327,KC13,1
17327,KC16,0
17327,KC17,1
17327,KC19,1
17327,KC20,1
17327,KC21,1
17327,KC22,1
17327,KC23,1
17327,KC24,1
17327,KC26,1
17327,KC27,1
17327,KC28,0
17327,KC29,0
17327,KC30,1
17327,KC31,1
17327,KC32,0
17327,KC33,1
17327,KC34,1
17327,KC35,1
17339,KC01,1
17339,KC02,0
17339,KC03,0
17339,KC04,1
17339,KC05,1
17339,KC06,1
17339,KC07,1
17339,KC08,1
17339,KC09,1
17339,KC10,1
17339,KC11,1
17339,KC12,1
17339,KC13,1
17339,KC16,0
17339,KC17,1
17339,KC19,1
17339,KC20,1
17339,KC21,1
17339,KC22,1
17339,KC23,1
17339,KC24,1
17339,KC26,1
17339,KC27,0
17339,KC28,1
17339,KC29,1
17339,KC30,1
17339,KC31,1
17339,KC32,1
17339,KC33,0
17339,KC34,1
17339,KC35,1
17351,KC01,1
17351,KC02,1
17351,KC03,1
17351,KC04,1
17351,KC05,1
17351,KC06,0
17351,KC07,1
17351,KC08,1
17351,KC09,0
17351,KC10,1
17351,KC11,0
17351,KC12,1
17351,KC13,1
17351,KC16,1
17351,KC17,0
17351,KC19,0
17351,KC20,0
17351,KC21,0
17351,KC22,0
17351,KC23,0
17351,KC24,0
17351,KC26,1
17351,KC27,1
17351,KC28,1
17351,KC29,1
17351,KC30,1
17351,KC31,1
17351,KC32,0
17351,KC33,1
17351,KC34,1
17351,KC35,1
17367,KC01,1
17367,KC02,1
17367,KC03,1
17367,KC04,1
17367,KC05,1
17367,KC06,0
17367,KC07,1
17367,KC08,1
17367,KC09,1
17367,KC10,1
17367,KC11,0
17367,KC12,1
17367,KC13,1
17367,KC16,1
17367,KC17,1
17367,KC19,1
17367,KC20,1
17367,KC21,1
17367,KC22,1
17367,KC23,1
17367,KC24,1
17367,KC26,1
17367,KC27,1
17367,KC28,1
17367,KC29,0
17367,KC30,1
17367,KC31,1
17367,KC32,1
17367,KC33,1
17367,KC34,1
17367,KC35,1
17375,KC01,1
17375,KC02,1
17375,KC03,1
17375,KC04,0
17375,KC05,1
17375,KC06,0
17375,KC07,1
17375,KC08,1
17375,KC09,0
17375,KC10,1
17375,KC11,0
17375,KC12,0
17375,KC13,0
17375,KC16,1
17375,KC17,1
17375,KC19,1
17375,KC20,0
17375,KC21,1
17375,KC22,1
17375,KC23,1
17375,KC24,1
17375,KC26,1
17375,KC27,1
17375,KC28,1
17375,KC29,1
17375,KC30,1
17375,KC31,1
17375,KC32,1
17375,KC33,1
17375,KC34,1
17375,KC35,1
17385,KC01,1
17385,KC02,0
17385,KC03,0
17385,KC04,1
17385,KC05,1
17385,KC06,0
17385,KC07,1
17385,KC08,1
17385,KC09,1
17385,KC10,0
17385,KC11,1
17385,KC12,1
17385,KC13,1
17385,KC16,1
17385,KC17,1
17385,KC19,1
17385,KC20,1
17385,KC21,1
17385,KC22,1
17385,KC23,1
17385,KC24,0
17385,KC26,1
17385,KC27,1
17385,KC28,0
17385,KC29,0
17385,KC30,1
17385,KC31,1
17385,KC32,1
17385,KC33,1
17385,KC34,1
17385,KC35,1
17393,KC01,1
17393,KC02,1
17393,KC03,0
17393,KC04,0
17393,KC05,1
17393,KC06,0
17393,KC07,0
17393,KC08,0
17393,KC09,0
17393,KC10,0
17393,KC11,0
17393,KC12,0
17393,KC13,0
17393,KC16,0
17393,KC17,0
17393,KC19,0
17393,KC20,0
17393,KC21,0
17393,KC22,0
17393,KC23,0
17393,KC24,0
17393,KC26,1
17393,KC27,0
17393,KC28,1
17393,KC29,0
17393,KC30,1
17393,KC31,1
17393,KC32,0
17393,KC33,0
17393,KC34,0
17393,KC35,0
17402,KC01,1
17402,KC02,1
17402,KC03,1
17402,KC04,1
17402,KC05,1
17402,KC06,0
17402,KC07,1
17402,KC08,1
17402,KC09,1
17402,KC10,1
17402,KC11,1
17402,KC12,1
17402,KC13,1
17402,KC16,1
17402,KC17,1
17402,KC19,1
17402,KC20,0
17402,KC21,1
17402,KC22,1
17402,KC23,1
17402,KC24,0
17402,KC26,1
17402,KC27,1
17402,KC28,1
17402,KC29,1
17402,KC30,1
17402,KC31,1
17402,KC32,0
17402,KC33,0
17402,KC34,1
17402,KC35,0
17404,KC01,1
17404,KC02,1
17404,KC03,1
17404,KC04,1
17404,KC05,1
17404,KC06,1
17404,KC07,1
17404,KC08,0
17404,KC09,0
17404,KC10,0
17404,KC11,1
17404,KC12,0
17404,KC13,0
17404,KC16,1
17404,KC17,1
17404,KC19,1
17404,KC20,1
17404,KC21,1
17404,KC22,1
17404,KC23,1
17404,KC24,1
17404,KC26,1
17404,KC27,1
17404,KC28,1
17404,KC29,1
17404,KC30,1
17404,KC31,1
17404,KC32,1
17404,KC33,1
17404,KC34,1
17404,KC35,1
17406,KC01,1
17406,KC02,1
17406,KC03,1
17406,KC04,1
17406,KC05,1
17406,KC06,1
17406,KC07,1
17406,KC08,1
17406,KC09,1
17406,KC10,0
17406,KC11,1
17406,KC12,1
17406,KC13,1
17406,KC16,1
17406,KC17,1
17406,KC19,1
17406,KC20,1
17406,KC21,1
17406,KC22,1
17406,KC23,1
17406,KC24,1
17406,KC26,1
17406,KC27,1
17406,KC28,1
17406,KC29,1
17406,KC30,1
17406,KC31,1
17406,KC32,1
17406,KC33,1
17406,KC34,1
17406,KC35,1
17419,KC01,0
17419,KC02,0
17419,KC03,0
17419,KC04,0
17419,KC05,0
17419,KC06,0
17419,KC07,0
17419,KC08,1
17419,KC09,0
17419,KC10,0
17419,KC11,0
17419,KC12,0
17419,KC13,0
17419,KC16,0
17419,KC17,0
17419,KC19,0
17419,KC20,1
17419,KC21,1
17419,KC22,0
17419,KC23,0
17419,KC24,1
17419,KC26,1
17419,KC27,1
17419,KC28,1
17419,KC29,0
17419,KC30,1
17419,KC31,1
17419,KC32,0
17419,KC33,0
17419,KC34,1
17419,KC35,0
17422,KC01,0
17422,KC02,0
17422,KC03,0
17422,KC04,1
17422,KC05,1
17422,KC06,0
17422,KC07,1
17422,KC08,1
17422,KC09,1
17422,KC10,1
17422,KC11,0
17422,KC12,0
17422,KC13,1
17422,KC16,1
17422,KC17,1
17422,KC19,1
17422,KC20,1
17422,KC21,1
17422,KC22,1
17422,KC23,1
17422,KC24,1
17422,KC26,1
17422,KC27,1
17422,KC28,1
17422,KC29,1
17422,KC30,1
17422,KC31,1
17422,KC32,0
17422,KC33,1
17422,KC34,1
17422,KC35,1
17423,KC01,0
17423,KC02,0
17423,KC03,1
17423,KC04,1
17423,KC05,1
17423,KC06,1
17423,KC07,1
17423,KC08,1
17423,KC09,1
17423,KC10,1
17423,KC11,1
17423,KC12,0
17423,KC13,1
17423,KC16,1
17423,KC17,1
17423,KC19,1
17423,KC20,1
17423,KC21,1
17423,KC22,1
17423,KC23,1
17423,KC24,0
17423,KC26,1
17423,KC27,1
17423,KC28,1
17423,KC29,1
17423,KC30,1
17423,KC31,0
17423,KC32,1
17423,KC33,1
17423,KC34,1
17423,KC35,1
17431,KC01,1
17431,KC02,1
17431,KC03,1
17431,KC04,0
17431,KC05,1
17431,KC06,0
17431,KC07,1
17431,KC08,1
17431,KC09,1
17431,KC10,0
17431,KC11,0
17431,KC12,0
17431,KC13,0
17431,KC16,1
17431,KC17,0
17431,KC19,0
17431,KC20,0
17431,KC21,1
17431,KC22,0
17431,KC23,1
17431,KC24,1
17431,KC26,1
17431,KC27,1
17431,KC28,1
17431,KC29,1
17431,KC30,1
17431,KC31,1
17431,KC32,1
17431,KC33,0
17431,KC34,1
17431,KC35,1
17439,KC01,0
17439,KC02,0
17439,KC03,0
17439,KC04,1
17439,KC05,1
17439,KC06,1
17439,KC07,1
17439,KC08,1
17439,KC09,0
17439,KC10,0
17439,KC11,0
17439,KC12,0
17439,KC13,0
17439,KC16,1
17439,KC17,1
17439,KC19,1
17439,KC20,1
17439,KC21,0
17439,KC22,0
17439,KC23,1
17439,KC24,1
17439,KC26,1
17439,KC27,1
17439,KC28,0
17439,KC29,0
17439,KC30,1
17439,KC31,1
17439,KC32,0
17439,KC33,0
17439,KC34,1
17439,KC35,0
17443,KC01,1
17443,KC02,1
17443,KC03,1
17443,KC04,1
17443,KC05,0
17443,KC06,1
17443,KC07,1
17443,KC08,1
17443,KC09,0
17443,KC10,1
17443,KC11,1
17443,KC12,1
17443,KC13,1
17443,KC16,1
17443,KC17,1
17443,KC19,1
17443,KC20,0
17443,KC21,1
17443,KC22,1
17443,KC23,1
17443,KC24,1
17443,KC26,1
17443,KC27,1
17443,KC28,1
17443,KC29,1
17443,KC30,1
17443,KC31,1
17443,KC32,0
17443,KC33,1
17443,KC34,1
17443,KC35,0
17451,KC01,1
17451,KC02,1
17451,KC03,1
17451,KC04,1
17451,KC05,1
17451,KC06,1
17451,KC07,1
17451,KC08,1
17451,KC09,1
17451,KC10,1
17451,KC11,1
17451,KC12,1
17451,KC13,1
17451,KC16,1
17451,KC17,1
17451,KC19,1
17451,KC20,1
17451,KC21,1
17451,KC22,1
17451,KC23,1
17451,KC24,1
17451,KC26,1
17451,KC27,1
17451,KC28,1
17451,KC29,1
17451,KC30,1
17451,KC31,1
17451,KC32,1
17451,KC33,1
17451,KC34,1
17451,KC35,1
17466,KC01,1
17466,KC02,1
17466,KC03,1
17466,KC04,1
17466,KC05,1
17466,KC06,1
17466,KC07,1
17466,KC08,1
17466,KC09,1
17466,KC10,1
17466,KC11,1
17466,KC12,1
17466,KC13,1
17466,KC16,1
17466,KC17,1
17466,KC19,1
17466,KC20,1
17466,KC21,1
17466,KC22,1
17466,KC23,1
17466,KC24,1
17466,KC26,1
17466,KC27,1
17466,KC28,1
17466,KC29,1
17466,KC30,1
17466,KC31,1
17466,KC32,1
17466,KC33,0
17466,KC34,1
17466,KC35,1
17468,KC01,0
17468,KC02,0
17468,KC03,0
17468,KC04,1
17468,KC05,1
17468,KC06,0
17468,KC07,0
17468,KC08,1
17468,KC09,0
17468,KC10,0
17468,KC11,0
17468,KC12,0
17468,KC13,0
17468,KC16,0
17468,KC17,0
17468,KC19,0
17468,KC20,0
17468,KC21,0
17468,KC22,0
17468,KC23,0
17468,KC24,0
17468,KC26,0
17468,KC27,1
17468,KC28,1
17468,KC29,1
17468,KC30,0
17468,KC31,0
17468,KC32,0
17468,KC33,0
17468,KC34,0
17468,KC35,0
17501,KC01,1
17501,KC02,1
17501,KC03,1
17501,KC04,1
17501,KC05,1
17501,KC06,0
17501,KC07,1
17501,KC08,1
17501,KC09,0
17501,KC10,0
17501,KC11,1
17501,KC12,0
17501,KC13,1
17501,KC16,0
17501,KC17,1
17501,KC19,1
17501,KC20,1
17501,KC21,1
17501,KC22,1
17501,KC23,1
17501,KC24,1
17501,KC26,1
17501,KC27,1
17501,KC28,1
17501,KC29,1
17501,KC30,1
17501,KC31,1
17501,KC32,1
17501,KC33,1
17501,KC34,1
17501,KC35,1
17502,KC01,1
17502,KC02,1
17502,KC03,0
17502,KC04,1
17502,KC05,1
17502,KC06,1
17502,KC07,1
17502,KC08,1
17502,KC09,0
17502,KC10,1
17502,KC11,1
17502,KC12,1
17502,KC13,1
17502,KC16,0
17502,KC17,1
17502,KC19,1
17502,KC20,1
17502,KC21,1
17502,KC22,1
17502,KC23,1
17502,KC24,1
17502,KC26,1
17502,KC27,1
17502,KC28,1
17502,KC29,0
17502,KC30,1
17502,KC31,1
17502,KC32,1
17502,KC33,1
17502,KC34,1
17502,KC35,1
17504,KC01,1
17504,KC02,1
17504,KC03,1
17504,KC04,1
17504,KC05,1
17504,KC06,1
17504,KC07,1
17504,KC08,1
17504,KC09,1
17504,KC10,1
17504,KC11,0
17504,KC12,1
17504,KC13,1
17504,KC16,1
17504,KC17,1
17504,KC19,1
17504,KC20,1
17504,KC21,1
17504,KC22,1
17504,KC23,1
17504,KC24,0
17504,KC26,1
17504,KC27,1
17504,KC28,1
17504,KC29,1
17504,KC30,1
17504,KC31,1
17504,KC32,0
17504,KC33,0
17504,KC34,1
17504,KC35,1
17512,KC01,1
17512,KC02,1
17512,KC03,0
17512,KC04,1
17512,KC05,1
17512,KC06,0
17512,KC07,1
17512,KC08,1
17512,KC09,1
17512,KC10,1
17512,KC11,1
17512,KC12,1
17512,KC13,1
17512,KC16,1
17512,KC17,1
17512,KC19,1
17512,KC20,1
17512,KC21,1
17512,KC22,1
17512,KC23,1
17512,KC24,0
17512,KC26,1
17512,KC27,1
17512,KC28,1
17512,KC29,1
17512,KC30,1
17512,KC31,1
17512,KC32,1
17512,KC33,1
17512,KC34,1
17512,KC35,1
17522,KC01,1
17522,KC02,0
17522,KC03,0
17522,KC04,1
17522,KC05,1
17522,KC06,1
17522,KC07,1
17522,KC08,1
17522,KC09,1
17522,KC10,0
17522,KC11,1
17522,KC12,0
17522,KC13,1
17522,KC16,0
17522,KC17,1
17522,KC19,1
17522,KC20,1
17522,KC21,0
17522,KC22,1
17522,KC23,1
17522,KC24,0
17522,KC26,1
17522,KC27,1
17522,KC28,0
17522,KC29,0
17522,KC30,1
17522,KC31,1
17522,KC32,0
17522,KC33,1
17522,KC34,1
17522,KC35,0
17526,KC01,1
17526,KC02,1
17526,KC03,1
17526,KC04,1
17526,KC05,1
17526,KC06,1
17526,KC07,1
17526,KC08,1
17526,KC09,1
17526,KC10,1
17526,KC11,1
17526,KC12,1
17526,KC13,1
17526,KC16,1
17526,KC17,1
17526,KC19,1
17526,KC20,1
17526,KC21,1
17526,KC22,1
17526,KC23,1
17526,KC24,1
17526,KC26,1
17526,KC27,1
17526,KC28,1
17526,KC29,1
17526,KC30,1
17526,KC31,1
17526,KC32,1
17526,KC33,1
17526,KC34,1
17526,KC35,1
17536,KC01,1
17536,KC02,0
17536,KC03,1
17536,KC04,0
17536,KC05,1
17536,KC06,1
17536,KC07,1
17536,KC08,1
17536,KC09,1
17536,KC10,1
17536,KC11,0
17536,KC12,0
17536,KC13,1
17536,KC16,1
17536,KC17,1
17536,KC19,1
17536,KC20,0
17536,KC21,1
17536,KC22,1
17536,KC23,1
17536,KC24,0
17536,KC26,1
17536,KC27,0
17536,KC28,0
17536,KC29,1
17536,KC30,1
17536,KC31,1
17536,KC32,1
17536,KC33,1
17536,KC34,1
17536,KC35,1
17547,KC01,0
17547,KC02,1
17547,KC03,1
17547,KC04,1
17547,KC05,1
17547,KC06,1
17547,KC07,1
17547,KC08,1
17547,KC09,0
17547,KC10,1
17547,KC11,0
17547,KC12,1
17547,KC13,1
17547,KC16,1
17547,KC17,1
17547,KC19,1
17547,KC20,1
17547,KC21,1
17547,KC22,1
17547,KC23,1
17547,KC24,1
17547,KC26,1
17547,KC27,1
17547,KC28,1
17547,KC29,1
17547,KC30,1
17547,KC31,1
17547,KC32,1
17547,KC33,1
17547,KC34,1
17547,KC35,1
17557,KC01,1
17557,KC02,1
17557,KC03,1
17557,KC04,1
17557,KC05,1
17557,KC06,0
17557,KC07,1
17557,KC08,1
17557,KC09,1
17557,KC10,1
17557,KC11,0
17557,KC12,0
17557,KC13,1
17557,KC16,1
17557,KC17,1
17557,KC19,1
17557,KC20,1
17557,KC21,1
17557,KC22,1
17557,KC23,1
17557,KC24,1
17557,KC26,1
17557,KC27,0
17557,KC28,1
17557,KC29,1
17557,KC30,1
17557,KC31,1
17557,KC32,1
17557,KC33,1
17557,KC34,1
17557,KC35,1
17570,KC01,1
17570,KC02,1
17570,KC03,1
17570,KC04,1
17570,KC05,1
17570,KC06,1
17570,KC07,1
17570,KC08,1
17570,KC09,1
17570,KC10,1
17570,KC11,1
17570,KC12,1
17570,KC13,1
17570,KC16,1
17570,KC17,1
17570,KC19,1
17570,KC20,1
17570,KC21,1
17570,KC22,1
17570,KC23,1
17570,KC24,1
17570,KC26,1
17570,KC27,1
17570,KC28,1
17570,KC29,1
17570,KC30,1
17570,KC31,1
17570,KC32,1
17570,KC33,1
17570,KC34,1
17570,KC35,1
17592,KC01,1
17592,KC02,1
17592,KC03,1
17592,KC04,1
17592,KC05,1
17592,KC06,1
17592,KC07,1
17592,KC08,1
17592,KC09,1
17592,KC10,1
17592,KC11,1
17592,KC12,0
17592,KC13,1
17592,KC16,0
17592,KC17,1
17592,KC19,1
17592,KC20,1
17592,KC21,1
17592,KC22,1
17592,KC23,1
17592,KC24,1
17592,KC26,1
17592,KC27,1
17592,KC28,1
17592,KC29,1
17592,KC30,0
17592,KC31,1
17592,KC32,1
17592,KC33,0
17592,KC34,1
17592,KC35,1
17603,KC01,0
17603,KC02,1
17603,KC03,0
17603,KC04,1
17603,KC05,1
17603,KC06,1
17603,KC07,1
17603,KC08,1
17603,KC09,1
17603,KC10,1
17603,KC11,1
17603,KC12,0
17603,KC13,1
17603,KC16,1
17603,KC17,1
17603,KC19,1
17603,KC20,1
17603,KC21,1
17603,KC22,1
17603,KC23,1
17603,KC24,1
17603,KC26,1
17603,KC27,1
17603,KC28,1
17603,KC29,1
17603,KC30,1
17603,KC31,1
17603,KC32,0
17603,KC33,0
17603,KC34,1
17603,KC35,0
17623,KC01,1
17623,KC02,1
17623,KC03,1
17623,KC04,0
17623,KC05,1
17623,KC06,1
17623,KC07,1
17623,KC08,0
17623,KC09,1
17623,KC10,0
17623,KC11,1
17623,KC12,1
17623,KC13,0
17623,KC16,0
17623,KC17,1
17623,KC19,1
17623,KC20,1
17623,KC21,1
17623,KC22,1
17623,KC23,1
17623,KC24,1
17623,KC26,1
17623,KC27,1
17623,KC28,1
17623,KC29,1
17623,KC30,1
17623,KC31,1
17623,KC32,1
17623,KC33,1
17623,KC34,1
17623,KC35,1
17630,KC01,1
17630,KC02,1
17630,KC03,1
17630,KC04,1
17630,KC05,1
17630,KC06,0
17630,KC07,0
17630,KC08,1
17630,KC09,1
17630,KC10,0
17630,KC11,1
17630,KC12,0
17630,KC13,1
17630,KC16,0
17630,KC17,1
17630,KC19,1
17630,KC20,1
17630,KC21,0
17630,KC22,1
17630,KC23,1
17630,KC24,0
17630,KC26,1
17630,KC27,1
17630,KC28,1
17630,KC29,1
17630,KC30,1
17630,KC31,1
17630,KC32,1
17630,KC33,1
17630,KC34,1
17630,KC35,1
17638,KC01,1
17638,KC02,1
17638,KC03,0
17638,KC04,1
17638,KC05,1
17638,KC06,1
17638,KC07,1
17638,KC08,1
17638,KC09,1
17638,KC10,1
17638,KC11,1
17638,KC12,1
17638,KC13,1
17638,KC16,1
17638,KC17,1
17638,KC19,1
17638,KC20,1
17638,KC21,1
17638,KC22,1
17638,KC23,1
17638,KC24,1
17638,KC26,1
17638,KC27,1
17638,KC28,1
17638,KC29,1
17638,KC30,1
17638,KC31,1
17638,KC32,1
17638,KC33,1
17638,KC34,1
17638,KC35,1
17663,KC01,1
17663,KC02,1
17663,KC03,1
17663,KC04,1
17663,KC05,1
17663,KC06,1
17663,KC07,1
17663,KC08,1
17663,KC09,1
17663,KC10,1
17663,KC11,1
17663,KC12,1
17663,KC13,1
17663,KC16,0
17663,KC17,1
17663,KC19,1
17663,KC20,1
17663,KC21,1
17663,KC22,1
17663,KC23,1
17663,KC24,1
17663,KC26,1
17663,KC27,1
17663,KC28,1
17663,KC29,1
17663,KC30,1
17663,KC31,1
17663,KC32,0
17663,KC33,1
17663,KC34,1
17663,KC35,1
17675,KC01,1
17675,KC02,1
17675,KC03,0
17675,KC04,1
17675,KC05,1
17675,KC06,0
17675,KC07,1
17675,KC08,1
17675,KC09,0
17675,KC10,1
17675,KC11,1
17675,KC12,1
17675,KC13,1
17675,KC16,1
17675,KC17,1
17675,KC19,1
17675,KC20,1
17675,KC21,1
17675,KC22,1
17675,KC23,1
17675,KC24,1
17675,KC26,1
17675,KC27,1
17675,KC28,1
17675,KC29,1
17675,KC30,1
17675,KC31,1
17675,KC32,1
17675,KC33,1
17675,KC34,1
17675,KC35,1
17686,KC01,1
17686,KC02,1
17686,KC03,1
17686,KC04,1
17686,KC05,1
17686,KC06,1
17686,KC07,1
17686,KC08,1
17686,KC09,1
17686,KC10,1
17686,KC11,1
17686,KC12,1
17686,KC13,1
17686,KC16,1
17686,KC17,1
17686,KC19,1
17686,KC20,1
17686,KC21,1
17686,KC22,1
17686,KC23,1
17686,KC24,1
17686,KC26,1
17686,KC27,1
17686,KC28,1
17686,KC29,1
17686,KC30,1
17686,KC31,1
17686,KC32,1
17686,KC33,1
17686,KC34,1
17686,KC35,1
17695,KC01,1
17695,KC02,1
17695,KC03,1
17695,KC04,1
17695,KC05,1
17695,KC06,1
17695,KC07,1
17695,KC08,0
17695,KC09,0
17695,KC10,1
17695,KC11,1
17695,KC12,1
17695,KC13,1
17695,KC16,1
17695,KC17,1
17695,KC19,1
17695,KC20,1
17695,KC21,1
17695,KC22,1
17695,KC23,1
17695,KC24,1
17695,KC26,1
17695,KC27,1
17695,KC28,1
17695,KC29,1
17695,KC30,1
17695,KC31,1
17695,KC32,1
17695,KC33,0
17695,KC34,1
17695,KC35,1
17716,KC01,1
17716,KC02,1
17716,KC03,1
17716,KC04,0
17716,KC05,1
17716,KC06,0
17716,KC07,1
17716,KC08,1
17716,KC09,1
17716,KC10,1
17716,KC11,0
17716,KC12,1
17716,KC13,1
17716,KC16,1
17716,KC17,1
17716,KC19,1
17716,KC20,1
17716,KC21,1
17716,KC22,1
17716,KC23,1
17716,KC24,1
17716,KC26,1
17716,KC27,1
17716,KC28,1
17716,KC29,1
17716,KC30,1
17716,KC31,1
17716,KC32,1
17716,KC33,1
17716,KC34,1
17716,KC35,1
17717,KC01,0
17717,KC02,1
17717,KC03,1
17717,KC04,1
17717,KC05,1
17717,KC06,1
17717,KC07,1
17717,KC08,1
17717,KC09,1
17717,KC10,1
17717,KC11,1
17717,KC12,0
17717,KC13,1
17717,KC16,1
17717,KC17,1
17717,KC19,1
17717,KC20,1
17717,KC21,1
17717,KC22,1
17717,KC23,1
17717,KC24,1
17717,KC26,1
17717,KC27,1
17717,KC28,0
17717,KC29,1
17717,KC30,1
17717,KC31,1
17717,KC32,1
17717,KC33,1
17717,KC34,1
17717,KC35,0
17718,KC01,1
17718,KC02,1
17718,KC03,1
17718,KC04,1
17718,KC05,1
17718,KC06,1
17718,KC07,1
17718,KC08,1
17718,KC09,1
17718,KC10,1
17718,KC11,0
17718,KC12,1
17718,KC13,1
17718,KC16,1
17718,KC17,1
17718,KC19,1
17718,KC20,1
17718,KC21,1
17718,KC22,1
17718,KC23,1
17718,KC24,1
17718,KC26,1
17718,KC27,1
17718,KC28,1
17718,KC29,1
17718,KC30,1
17718,KC31,1
17718,KC32,0
17718,KC33,1
17718,KC34,1
17718,KC35,1
17725,KC01,1
17725,KC02,1
17725,KC03,1
17725,KC04,1
17725,KC05,1
17725,KC06,1
17725,KC07,1
17725,KC08,1
17725,KC09,1
17725,KC10,1
17725,KC11,1
17725,KC12,1
17725,KC13,1
17725,KC16,1
17725,KC17,1
17725,KC19,0
17725,KC20,1
17725,KC21,1
17725,KC22,1
17725,KC23,1
17725,KC24,0
17725,KC26,1
17725,KC27,1
17725,KC28,1
17725,KC29,0
17725,KC30,1
17725,KC31,1
17725,KC32,0
17725,KC33,0
17725,KC34,1
17725,KC35,0
17744,KC01,0
17744,KC02,1
17744,KC03,1
17744,KC04,1
17744,KC05,1
17744,KC06,1
17744,KC07,1
17744,KC08,1
17744,KC09,1
17744,KC10,1
17744,KC11,1
17744,KC12,1
17744,KC13,1
17744,KC16,0
17744,KC17,1
17744,KC19,1
17744,KC20,0
17744,KC21,1
17744,KC22,0
17744,KC23,0
17744,KC24,1
17744,KC26,1
17744,KC27,1
17744,KC28,1
17744,KC29,1
17744,KC30,1
17744,KC31,1
17744,KC32,1
17744,KC33,1
17744,KC34,1
17744,KC35,1
17759,KC01,1
17759,KC02,1
17759,KC03,1
17759,KC04,1
17759,KC05,1
17759,KC06,1
17759,KC07,1
17759,KC08,1
17759,KC09,1
17759,KC10,1
17759,KC11,1
17759,KC12,1
17759,KC13,1
17759,KC16,0
17759,KC17,0
17759,KC19,0
17759,KC20,0
17759,KC21,0
17759,KC22,0
17759,KC23,0
17759,KC24,0
17759,KC26,0
17759,KC27,0
17759,KC28,1
17759,KC29,1
17759,KC30,1
17759,KC31,1
17759,KC32,1
17759,KC33,1
17759,KC34,1
17759,KC35,1
17781,KC01,1
17781,KC02,1
17781,KC03,0
17781,KC04,1
17781,KC05,1
17781,KC06,1
17781,KC07,1
17781,KC08,1
17781,KC09,1
17781,KC10,1
17781,KC11,1
17781,KC12,1
17781,KC13,1
17781,KC16,0
17781,KC17,1
17781,KC19,1
17781,KC20,1
17781,KC21,1
17781,KC22,1
17781,KC23,1
17781,KC24,0
17781,KC26,1
17781,KC27,1
17781,KC28,1
17781,KC29,1
17781,KC30,1
17781,KC31,0
17781,KC32,1
17781,KC33,0
17781,KC34,1
17781,KC35,1
17786,KC01,0
17786,KC02,1
17786,KC03,1
17786,KC04,1
17786,KC05,1
17786,KC06,1
17786,KC07,1
17786,KC08,0
17786,KC09,1
17786,KC10,1
17786,KC11,1
17786,KC12,1
17786,KC13,1
17786,KC16,0
17786,KC17,1
17786,KC19,1
17786,KC20,1
17786,KC21,1
17786,KC22,1
17786,KC23,1
17786,KC24,1
17786,KC26,1
17786,KC27,1
17786,KC28,1
17786,KC29,1
17786,KC30,1
17786,KC31,1
17786,KC32,0
17786,KC33,1
17786,KC34,1
17786,KC35,1
17814,KC01,1
17814,KC02,1
17814,KC03,1
17814,KC04,1
17814,KC05,1
17814,KC06,1
17814,KC07,1
17814,KC08,1
17814,KC09,1
17814,KC10,1
17814,KC11,1
17814,KC12,1
17814,KC13,1
17814,KC16,0
17814,KC17,0
17814,KC19,1
17814,KC20,1
17814,KC21,1
17814,KC22,0
17814,KC23,0
17814,KC24,0
17814,KC26,1
17814,KC27,1
17814,KC28,1
17814,KC29,0
17814,KC30,1
17814,KC31,1
17814,KC32,1
17814,KC33,1
17814,KC34,1
17814,KC35,1
17835,KC01,0
17835,KC02,0
17835,KC03,1
17835,KC04,1
17835,KC05,1
17835,KC06,1
17835,KC07,1
17835,KC08,1
17835,KC09,1
17835,KC10,1
17835,KC11,1
17835,KC12,1
17835,KC13,1
17835,KC16,0
17835,KC17,0
17835,KC19,1
17835,KC20,1
17835,KC21,1
17835,KC22,1
17835,KC23,1
17835,KC24,0
17835,KC26,1
17835,KC27,0
17835,KC28,0
17835,KC29,1
17835,KC30,1
17835,KC31,1
17835,KC32,0
17835,KC33,1
17835,KC34,1
17835,KC35,1
17836,KC01,1
17836,KC02,1
17836,KC03,1
17836,KC04,1
17836,KC05,1
17836,KC06,0
17836,KC07,1
17836,KC08,1
17836,KC09,0
17836,KC10,1
17836,KC11,0
17836,KC12,1
17836,KC13,1
17836,KC16,1
17836,KC17,1
17836,KC19,1
17836,KC20,1
17836,KC21,1
17836,KC22,0
17836,KC23,1
17836,KC24,1
17836,KC26,1
17836,KC27,1
17836,KC28,1
17836,KC29,1
17836,KC30,1
17836,KC31,1
17836,KC32,1
17836,KC33,1
17836,KC34,1
17836,KC35,1
17842,KC01,0
17842,KC02,1
17842,KC03,0
17842,KC04,1
17842,KC05,1
17842,KC06,0
17842,KC07,0
17842,KC08,1
17842,KC09,1
17842,KC10,1
17842,KC11,1
17842,KC12,1
17842,KC13,1
17842,KC16,0
